,level_0,index,D_l,D_s,alpha,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,length,m_l,mu_l_b,mu_l_l,mu_s_b,mu_s_l,name,q_fitted,q_fitted_log,q_true,q_true_log,rho,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c,tEp_true_2,tEp_fitted_2
3109,3109,3109,6.456,29.4041,179.306,0.215220439,-19487.14321,-19390.02957,2.974048,0.235770656,0.0327504,38323,0.2,0.001,-0.054,26.0285,26.3253,cassan_29_10_810.det.lc.gz,4.57e-05,-4.340430013,0.00108917,-2.962904329,0.000716809,0.83417655,1.198786995,1.198786995,0.078742023,1.09315,0.038679759,126.4894454,126.5441465,10.08659783,10.934,0.068160018,0.3609,126.5818199,0.364495411,0.325238,0.364610445,0.360935267597,0.068160018
3110,3110,3110,6.43,25.9647,220.304,0.06915905,-34144.64596,-20750.12279,25.62241,1.003228178,0.994441,38323,0.21,-0.22,-2.642,24.4919,24.4903,cassan_29_110_1041.det.lc.gz,0.004012796,-2.396552917,0.00115974,-2.935639364,0.0275121,0.389327847,2.568529346,2.568529346,0.409684532,2.41103,0.382202614,212.3697001,213.0130637,23.36262557,23.2931,1.479943685,0.7932,180.6216561,1.703597196,1.66606,2.179201499,1.01976320471,1.479943685
3112,3112,3112,2.854,22.6699,210.809,0.019112618,-19247.94648,-19210.62259,7.9834524,0.89758413,0.901377,38323,0.31,1.845,-3.405,21.6091,21.5587,cassan_29_110_1506.det.lc.gz,0.004845684,-2.314644915,0.000140284,-3.852991859,0.00168739,0.872096059,1.146662675,1.146662675,0.059435676,0.772854,-0.111902541,510.3610649,510.3597692,17.27247486,17.2802,1.202353333,0.2047,508.0933106,0.241141008,0.24088,0.274566615,0.20673597177,1.202353333
3114,3114,3114,7.437,21.7373,13.6727,0.005395385,-19018.08274,-18921.58218,14.5775472,0.876989015,0.765707,38323,0.784,2.677,-2.453,20.9504,20.9681,cassan_29_110_917.det.lc.gz,5.17e-05,-4.286191547,6.52e-06,-5.185589907,0.00277782,0.607689188,1.645578068,1.645578068,0.216318491,1.65852,0.219720713,1628.33727,1628.315894,39.08336263,39.6129,0.281122851,0.1012,1637.800195,1.009252434,0.989406,1.037888881,0.149463434787,0.281122851
3118,3118,3118,5.271,29.0734,215.822,0.289719607,-48013.21114,-21646.53894,1.72259613,0.797029022,0.0570168,38323,0.09,0.01,-0.041,27.1857,27.1069,cassan_29_112_3040.det.lc.gz,2.41e-05,-4.618155137,0.00737601,-2.132178503,0.00363666,0.643345063,1.554375804,1.554375804,0.191556027,1.21726,0.085383351,1406.58256,1406.581256,6.065396096,8.57013,0.029770189,0.736,1403.833494,0.790286446,0.444056,0.911030741,0.736694042467,0.029770189
3119,3119,3119,5.773,28.3875,278.537,-0.576422223,-19482.50259,-19233.15424,24.1268225,0.816408758,0.620967,38323,0.11,-0.003,-0.022,26.4675,26.4431,cassan_29_113_3099.det.lc.gz,0.001339211,-2.873150938,0.00198197,-2.702902923,0.00232835,0.969076185,1.031910613,0.969076185,-0.013642079,2.0531,0.312410103,1405.664604,1405.684274,15.49864388,15.4165,0.567176503,0.6863,1405.310974,0.058545338,0.0600489,0.062834429,0.68727013141,0.567176503
3120,3120,3120,6.363,23.842,139.488,-0.052877103,-19243.99325,-19125.87432,3.915783,0.269911403,0.183136,38323,0.55,-1.291,-1.194,22.2447,22.3207,cassan_29_113_688.det.lc.gz,1.93e-05,-4.713516659,5.28e-05,-4.277680397,0.000800154,0.94924102,1.053473226,0.94924102,-0.022623503,0.872918,-0.059026551,1637.021287,1637.019632,15.0194597,15.003,0.066053522,0.109,1636.002035,0.079114384,0.0793076,0.104232206,0.109676184965,0.066053522
3121,3121,3121,5.554,32.642,170.835,0.031680879,-19503.69556,-19471.13325,2.958228,0.652808179,0.383397,38323,0.082,-0.003,-0.027,29.3709,29.311,cassan_29_115_137.det.lc.gz,2.19e-05,-4.66010575,3.95e-05,-4.403813204,0.00171376,0.922781562,1.083680083,1.083680083,0.034901091,1.15639,0.063104327,1458.138675,1458.136488,12.01934084,12.0744,0.056211837,0.0759,1458.444801,0.158869892,0.158048,0.16089852,0.0786570691301,0.056211837
3122,3122,3122,8.702,25.8827,218.547,0.022836284,-19278.94783,-19217.43729,3.56396,0.072550967,0.00514904,38323,0.918,2.162,-15.513,22.703,22.9952,cassan_29_115_2473.det.lc.gz,2.13e-06,-5.671111276,0.0002687,-3.570732334,0.000797396,0.918740683,1.088446412,1.088446412,0.036807052,1.16516,0.066385567,1635.654061,1635.655049,12.73948364,12.82,0.018603565,0.2101,1634.326019,0.133913339,0.130078,0.169705728,0.210394847305,0.018603565
3123,3123,3123,3.68,24.5652,8.79224,-0.014021978,-19011.44661,-18984.95229,37.7254675,0.87708261,0.669142,38323,0.2,0.87,-1.591,23.2906,23.242,cassan_29_123_739.det.lc.gz,0.000260277,-3.584563915,9.72e-05,-4.012393611,0.00254751,0.945198985,1.057978284,0.945198985,-0.024476753,0.558901,-0.252665113,540.5411289,540.5409497,30.78491282,30.7963,0.496656325,0.3036,540.0760783,0.111762988,0.111633,0.112779298,0.313593155443,0.496656325
3124,3124,3124,8.773,27.2625,193.521,0.012921841,-20936.38329,-19422.33665,0.1829425,0.660084599,0.888993,38323,0.15,-2.58,-6.159,25.7882,25.7341,cassan_29_124_1842.det.lc.gz,0.000191549,-3.7177199,0.000319951,-3.494916528,0.0192158,0.511927534,1.953401473,1.953401473,0.290791511,2.08653,0.319424633,141.7896556,141.766957,1.572677442,1.40725,0.021766054,0.0252,141.2269498,1.396361503,1.60202,1.441473939,0.036943943553,0.021766054
3125,3125,3125,4.669,24.3787,88.787,0.059622778,-19291.96566,-19258.69782,6.8159901,0.101255665,0.0450599,38323,0.31,-0.559,-2.297,22.9149,22.9077,cassan_29_124_2022.det.lc.gz,2.27e-05,-4.644493174,9.59e-06,-5.018206301,0.000275092,0.801143918,1.24821518,1.24821518,0.09628946,0.801345,-0.096180469,1587.782527,1587.782634,15.20834606,15.2483,0.072416145,0.0472,1580.983457,0.002913742,0.00289857,0.447071262,0.047406461019,0.072416145
3126,3126,3126,6.275,23.6546,100.699,-0.0951826,-19062.39358,-19031.91098,6.53202472,0.149308042,0.0513215,38323,0.5,0.581,3.334,22.3853,22.4184,cassan_29_124_2913.det.lc.gz,0.00479959,-2.318795863,0.00164127,-2.784819969,0.000306426,0.583625438,1.713427714,0.583625438,-0.233865787,0.651711,-0.185944949,1826.280265,1825.849734,6.506397199,7.63087,0.450757167,0.3091,1819.164477,0.283479357,0.215579,1.129802276,0.309155155491,0.450757167
3127,3127,3127,5.565,22.2353,170.7,-0.761495564,-27028.98522,-19476.81625,15.6239132,0.425182199,0.175203,38323,0.73,-0.112,-1.835,20.7097,20.8707,cassan_29_125_459.det.lc.gz,0.004374886,-2.359033276,0.00440985,-2.355576183,0.00205712,0.704395594,1.419656808,0.704395594,-0.152183369,0.88059,-0.055226251,509.5052344,509.5538387,27.9418264,35.9998,1.848153982,2.3906,506.5173672,0.707222889,0.503583,0.715261214,2.39177473353,1.848153982
3128,3128,3128,8.637,41.0883,142.325,0.174826919,-19439.88517,-19202.06007,8.2683188,0.01531882,0.00231867,38323,0.575,-0.032,-0.047,36.7543,38.8336,cassan_29_126_2089.det.lc.gz,2.2e-07,-6.657948562,0.00817358,-2.087587682,0.000818382,0.65557543,1.525377484,1.525377484,0.183377332,0.488785,-0.31088213,1607.276719,1610.98126,14.7709955,12.1772,-0.00692525,1.1009,1602.724689,0.81337855,1.40115,0.869802054,1.1009596193,-0.00692525
3130,3130,3130,6.021,27.5434,109.612,0.183079662,-21525.52846,-19122.94461,20.1010397,0.722555611,0.750138,38323,0.24,-0.059,-1.47,24.9925,25.0139,cassan_29_127_2232.det.lc.gz,0.003394217,-2.469260383,0.00164105,-2.784878187,0.00362225,0.397003354,2.518870406,2.518870406,0.401205824,2.56683,0.409397106,495.131616,495.1214589,10.39773894,9.90199,0.605771334,0.4011,515.844254,0.730838379,0.785954,2.121867052,0.402728759846,0.605771334
3132,3132,3132,7.282,35.8296,322.908,0.020522557,-22783.24605,-19853.7416,3.97058242,0.983292963,0.643709,38323,0.575,-0.028,-0.093,33.3636,34.5675,cassan_29_127_2692.det.lc.gz,1.74e-06,-5.758788146,1.12e-05,-4.949817519,0.00169056,0.677545505,1.475915628,1.475915628,0.169061532,1.43766,0.15765619,165.0767694,165.0694992,8.579849372,8.96294,0.011326236,0.03,161.0334027,0.644442326,0.595335,0.798370123,0.0336056385747,0.011326236
3133,3133,3133,11.181,30.2766,335.7,0.010548396,-19302.75641,-19182.7033,0.90902862,0.363196128,0.0172758,38323,0.25,0.028,-0.081,26.7441,27.038,cassan_29_127_559.det.lc.gz,5.8e-05,-4.236378209,0.00135568,-2.867842811,0.0022481,0.372756192,2.682718684,2.682718684,0.428575134,1.49229,0.173853229,339.0035252,339.1204749,2.037644291,4.26774,0.015521699,0.1571,337.5907593,2.2034555,0.793991,2.309962492,0.157428937439,0.015521699
3134,3134,3134,6.036,27.7949,43.3869,1.067343983,-19808.69793,-19322.19868,118.4024674,0.768270745,0.485666,38323,0.2,0.983,-6.402,25.2611,25.4286,cassan_29_127_986.det.lc.gz,0.0040945,-2.387799141,0.0365893,-1.436645899,0.00282613,0.920909839,1.085882632,1.085882632,0.035782887,3.43721,0.536206067,357.4001092,357.1255097,36.84097897,37.6718,2.357390838,7.206,358.1978414,0.163545568,0.1483,0.164972792,7.20677258416,2.357390838
3135,3135,3135,5.625,23.8946,338.194,-0.011841563,-19327.43086,-19247.81622,5.5596394,0.92124054,0.934935,38323,0.35,0.683,0.155,22.8335,22.8678,cassan_29_136_2394.det.lc.gz,0.00122335,-2.912449373,0.000117389,-3.930372597,0.00165238,0.552906527,1.808623972,0.552906527,-0.257348283,0.58629,-0.231887513,1582.700822,1582.669103,16.85074907,16.8986,0.58937882,0.1831,1590.501898,1.167262777,1.16675,1.255717445,0.185206928869,0.58937882
3137,3137,3137,6.581,27.289,275.145,0.155336225,-19465.27263,-19430.99733,0.5213675,0.114475675,0.0453573,38323,0.19,0.104,-2.39,25.4127,25.4245,cassan_29_138_152.det.lc.gz,0.007681733,-2.114540784,0.000164504,-3.783823537,0.00188254,0.83870197,1.192318649,1.192318649,0.076392337,1.0162,0.006979191,521.6104991,521.6036797,20.82702303,20.8547,1.825394784,0.2675,514.2942006,0.040509045,0.0405997,0.353616679,0.270346384022,1.825394784
3138,3138,3138,5.669,28.5481,42.4789,0.018555814,-19280.01652,-19204.87662,8.4854304,0.904052279,0.763369,38323,0.11,0.001,-0.025,26.5677,26.5627,cassan_29_138_1997.det.lc.gz,0.000359871,-3.443852548,0.000195757,-3.708282699,0.00230982,0.783745081,1.275925073,1.275925073,0.105825172,1.4121,0.149865453,544.8852903,544.8640653,13.80079388,13.9563,0.261804915,0.1953,549.4583832,0.363921316,0.355568,0.492179992,0.197910111255,0.261804915
3139,3139,3139,8.792,26.6469,234.2,-1.298107325,-20726.1614,-19325.58427,15.2434845,0.298368969,0.75862,38323,0.25,-3.129,-11.296,24.8019,24.901,cassan_29_138_2046.det.lc.gz,0.043046689,-1.366060243,0.0200912,-1.696994123,0.00874445,0.604341019,1.654694896,0.604341019,-0.218717927,1.93809,0.287373941,188.3400049,195.503469,55.47948887,38.5911,11.51071576,5.47,161.7927768,0.935027255,1.47595,1.050353877,5.48043424794,11.51071576
3140,3140,3140,6.809,23.5025,47.2936,0.046283083,-19114.14328,-19035.01033,12.05745177,0.598565175,0.436507,38323,0.678,0.253,4.305,21.9284,22.0851,cassan_29_138_2864.det.lc.gz,0.024683815,-1.60758771,0.0155462,-1.808375749,0.000860097,0.346556223,2.885534676,2.885534676,0.460226298,0.348831,-0.457384927,356.0512091,356.0867974,6.996726592,8.05441,1.099261578,1.0043,346.2093763,2.113715362,2.0247,2.538978453,1.0042831846,1.099261578
3142,3142,3142,8.129,27.5438,97.3009,0.200995596,-19842.42689,-19165.44315,8.7820095,0.782030821,0.667292,38323,0.25,-4.128,-8.687,25.2372,25.4439,cassan_29_139_3307.det.lc.gz,0.004912591,-2.308689412,0.00031491,-3.501813548,0.00255522,0.821986412,1.216565122,1.216565122,0.085135361,0.83491,-0.078360337,1774.17427,1774.179969,25.26767495,25.4551,1.771008214,0.4517,1764.635928,0.114857378,0.113772,0.39457871,0.456377465828,1.771008214
3144,3144,3144,8.138,25.0676,174.731,-0.005136686,-21905.19034,-21537.63282,21.0529509,1.852214573,0.00397691,38323,0.417,1.229,-10.856,23.6504,23.6593,cassan_29_150_2050.det.lc.gz,0.122443929,-0.912062743,0.00511401,-2.291238427,0.000508124,0.38492147,2.597932505,0.38492147,-0.414627864,1.86678,0.271093139,1786.880665,1779.473568,0.131267916,62.1031,0.045933255,4.4411,1787.06565,1.706323911,1.28732,2.213011035,4.44124803803,0.045933255
3145,3145,3145,7.848,26.5299,152.332,-0.240680767,-19349.09026,-19296.9533,18.0245656,0.465009401,0.183322,38323,0.2,-2.971,-7.442,24.832,24.9692,cassan_29_150_2779.det.lc.gz,0.000111751,-3.951750086,5.18e-05,-4.285919318,0.00161418,0.969132909,1.031850215,0.969132909,-0.013616659,0.881749,-0.054655024,290.1331301,290.2233946,72.2117437,72.6797,0.763365959,0.5229,293.1884101,0.046296037,0.047169,0.062717306,0.536086457836,0.763365959
3147,3147,3147,6.854,27.0135,60.3569,0.345044131,-19602.32996,-19203.55987,2.44823628,0.490712973,0.686047,38323,0.2,-3.448,3.683,25.2765,25.294,cassan_29_151_2219.det.lc.gz,0.011966705,-1.922025405,0.0380718,-1.41939659,0.00210954,0.821983172,1.216569918,1.216569918,0.085137074,1.13559,0.055221559,1787.12804,1786.909406,7.006081271,6.09014,0.766412304,1.1883,1785.993604,0.359833435,0.476259,0.394586747,1.18837733986,0.766412304
3148,3148,3148,5.728,24.9153,121.716,-3.079291875,-32984.32368,-25017.68458,3.2832,0.083389996,0.012809,38323,0.35,-2.527,-1.983,23.2561,23.3564,cassan_29_151_3040.det.lc.gz,2.46e-05,-4.608470256,0.000129143,-3.888929129,0.000290108,0.969535373,1.031421883,0.969535373,-0.013436341,0.954309,-0.02031098,352.1678159,352.235565,29.83595188,36.48,0.148082852,0.4146,350.6359138,0.034550204,0.0267817,0.06188651,0.414697802594,0.148082852
3149,3149,3149,5.027,18.6511,108.372,0.061464414,-19400.58801,-19363.26026,4.241352,0.030388415,0.0210043,38323,1.2,-0.196,-0.489,18.246,18.3123,cassan_29_17_2206.det.lc.gz,4.6e-05,-4.33708909,1.43e-05,-4.843390282,0.000287647,0.891077414,1.122236951,1.122236951,0.050084564,1.09122,0.037912317,539.2095569,539.2109907,27.45918975,26.844,0.186270111,0.1017,545.2379017,0.072371616,0.074532,0.231159537,0.101804753576,0.186270111
3151,3151,3151,7.614,25.2238,45.5321,-0.061764164,-19286.49412,-19144.88708,25.15514,0.934761678,0.928487,38323,0.25,2.071,-6.854,24.1349,24.1496,cassan_29_17_921.det.lc.gz,0.00472908,-2.325223362,0.000188513,-3.724658695,0.00318049,0.7865215,1.271421061,0.7865215,-0.104289401,0.64991,-0.187146781,179.2372962,179.2402989,30.59816311,30.677,2.104183809,0.4212,168.8333684,0.345709863,0.343924,0.484899561,0.432348230633,2.104183809
3152,3152,3152,8.955,23.7845,91.5247,-0.201976862,-19166.63109,-19066.74442,36.4197845,0.204754982,0.133877,38323,0.605,0.352,-9.415,22.6384,22.7449,cassan_29_19_1007.det.lc.gz,0.000860509,-3.065244565,4.81e-05,-4.318096968,0.00057288,0.630035287,1.587212686,0.630035287,-0.200635126,0.635687,-0.19675667,1806.199384,1806.198784,38.19216239,38.8685,1.120345479,0.2695,1769.66744,0.035201464,0.0344889,0.9571774,0.270487317143,1.120345479
3154,3154,3154,7.391,24.4461,294.924,0.692911356,-25321.10649,-23248.05907,2.0503592,0.120232431,0.0708058,38323,0.454,-5.915,-2.096,22.936,23.0426,cassan_29_20_1769.det.lc.gz,0.000294843,-3.530409388,0.000544645,-3.263886479,0.000782704,0.914556144,1.093426584,1.093426584,0.038789628,1.09639,0.039965066,498.5809867,498.5503475,12.76089467,12.2776,0.21911718,0.2865,496.4932597,0.072308578,0.0772212,0.17887044,0.286691194487,0.21911718
3155,3155,3155,3.796,20.8804,220.197,-1.109785538,-19216.61585,-19151.04464,1473.32752,0.171824727,0.120958,38323,0.73,-0.529,-3.982,19.733,19.8595,cassan_29_21_1770.det.lc.gz,0.000160599,-3.794257292,0.000255565,-3.592498624,0.00116226,0.962967943,1.038456168,0.962967943,-0.01638817,1.80784,0.257159991,1422.173198,1422.255868,1177.45825,1175.84,14.92165076,18.7974,1460.506955,0.068106941,0.068239,0.075488225,18.8470628012,14.92165076
3156,3156,3156,8.183,26.9773,287.724,0.017133891,-20397.29164,-19153.2294,13.5532156,0.92122035,0.912764,38323,0.2,2.099,-8.703,25.0429,25.2275,cassan_29_21_3280.det.lc.gz,3.19e-05,-4.496279302,1.6e-06,-5.794579084,0.00642452,0.62724416,1.594275505,1.594275505,0.202563373,1.59463,0.20265993,157.3475635,157.3458738,14.70770519,14.6998,0.083062551,0.0186,143.7991021,0.29423601,0.294224,0.967031344,0.0962522174437,0.083062551
3157,3157,3157,4.951,26.9227,130.462,0.131820114,-19136.66433,-19087.16342,6.2177913,0.747917953,0.45069,38323,0.22,-0.025,-1.405,24.631,24.6757,cassan_29_22_1533.det.lc.gz,0.009055646,-2.043080567,0.00387654,-2.41155573,0.00101032,0.80775287,1.23800241,1.23800241,0.09272149,0.769658,-0.113702212,1437.776893,1437.766825,13.92862535,14.0993,1.325464112,0.8778,1442.058382,0.301043904,0.292676,0.43024954,0.87796429931,1.325464112
3159,3159,3159,2.174,22.4638,119.21,-1.645941615,-19228.18471,-19188.90861,70.395556,0.60363228,0.358091,38323,0.28,-2.484,-1.096,21.3693,21.3542,cassan_29_22_442.det.lc.gz,0.012259245,-1.911536288,0.000490565,-3.30930344,0.00109672,0.834527726,1.198282536,0.834527726,-0.07855923,0.989828,-0.004440265,146.1406263,147.0913607,226.0010869,228.557,25.0231733,5.0622,106.0073632,0.317463259,0.309067,0.36375481,5.06844302512,25.0231733
3160,3160,3160,8.542,27.2509,140.154,-0.22474768,-19315.68651,-19227.2194,165.337375,0.921850121,0.901151,38323,0.35,2.628,-11.181,24.7571,24.9827,cassan_29_22_928.det.lc.gz,0.00022802,-3.642026744,4.22e-05,-4.374904751,0.0031141,0.96491994,1.03635541,0.96491994,-0.015508719,0.653363,-0.184845463,345.7922992,345.7939316,188.9109074,188.957,2.852618288,1.2272,337.4108663,0.055987366,0.0560077,0.071435471,1.36124626485,2.852618288
3162,3162,3162,2.171,24.7149,218.795,-0.179556839,-19178.35839,-19101.41094,23.2091958,0.159447877,0.0382634,38323,0.13,0.004,-2.128,23.4595,23.4241,cassan_29_23_2737.det.lc.gz,3.37e-05,-4.472125638,2.66e-05,-4.575788281,0.000607037,0.706803701,1.414819982,0.706803701,-0.150701185,0.589057,-0.229842679,269.8492964,269.6430843,42.97956103,33.7834,0.249573895,0.1741,293.2806993,0.451741904,0.86978,0.70801628,0.175441245605,0.249573895
3163,3163,3163,7.693,25.4465,198.399,1.080765222,-19591.88477,-19262.92804,2.98460241,0.021136209,0.00606069,38323,0.2,-2.348,-1.627,24.4388,24.4508,cassan_29_30_1133.det.lc.gz,0.000129513,-3.887686183,0.0128888,-1.889787515,0.000467689,0.87078292,1.148391841,1.148391841,0.060090098,0.982813,-0.007529108,353.1450268,353.3031204,10.48675697,8.96277,0.119343319,1.0175,352.3055813,0.265817618,0.334322,0.277608921,1.01754161363,0.119343319
3165,3165,3165,9.64,24.1485,213.621,-0.052423545,-19556.46669,-19258.54649,13.473151,0.762578851,0.736646,38323,0.454,-0.398,-12.765,23.2251,23.2827,cassan_29_31_1446.det.lc.gz,8.87e-05,-4.052235504,2.08e-05,-4.681181483,0.0055706,0.877365995,1.139775197,0.877365995,-0.056819202,0.939763,-0.026981658,139.7581419,139.7490607,75.21439691,75.269,0.708244524,0.3436,150.7010646,0.218383439,0.218309,0.262409202,0.541892809547,0.708244524
3167,3167,3167,7.166,25.9531,232.371,0.018847488,-19470.46243,-19412.01993,1.727081,0.648372496,0.626763,38323,0.15,2.546,1.932,24.8336,24.8322,cassan_29_31_544.det.lc.gz,0.000996579,-3.001488127,0.000231866,-3.63476293,0.00153989,0.708233072,1.411964563,1.411964563,0.149823797,1.30407,0.115300904,529.7088525,529.7016218,5.315428684,5.347,0.167800879,0.0814,526.7638738,0.433905312,0.42946,0.70373149,0.0818348281668,0.167800879
3169,3169,3169,8.575,27.0339,217.429,-0.086215412,-21195.40011,-19381.12858,8.43339,0.79369532,0.739531,38323,0.15,1.976,-8.373,25.6217,25.5622,cassan_29_33_453.det.lc.gz,5.04e-06,-5.297553781,6.45e-06,-5.190678034,0.0034295,0.912302496,1.09612766,0.912302496,-0.039861137,0.901684,-0.044945637,497.7733912,497.7639154,57.25167764,57.37,0.128532018,0.1457,504.1636509,0.14605937,0.145736,0.183825164,0.24482589693,0.128532018
3170,3170,3170,7.348,28.2293,185.025,0.04220271,-19419.41194,-19106.70887,4.7691317,0.782131287,0.821636,38323,0.16,-0.006,-0.035,26.1986,26.2217,cassan_29_34_2986.det.lc.gz,0.000522742,-3.281712403,0.000434717,-3.361793376,0.00309772,0.914327432,1.093700096,1.093700096,0.03889825,1.42087,0.152554345,507.9205146,507.919634,6.850186227,6.86206,0.156619624,0.1431,507.8074006,0.178610997,0.177633,0.179372665,0.144643511739,0.156619624
3173,3173,3173,8.812,27.7735,203.963,-0.492116552,-20285.74826,-20004.00309,17.242814,0.208088359,0.031479,38323,0.55,4.994,-9.486,24.3099,24.6552,cassan_29_36_2555.det.lc.gz,0.000195434,-3.708999951,0.00714589,-2.145943673,0.000977107,0.827561565,1.208369314,0.827561565,-0.082199688,0.966943,-0.014599126,1437.852911,1439.14231,48.61163814,46.6022,0.679579518,3.9394,1446.330662,0.338526262,0.376124,0.380807749,3.93970399689,0.679579518
3174,3174,3174,7.202,31.671,151.826,-0.477807088,-25828.62322,-20293.28727,0.90703585,0.807467465,0.490724,38323,0.2,0.011,-0.008,27.0336,27.5211,cassan_29_37_1162.det.lc.gz,8.86e-05,-4.052774827,0.000708565,-3.149620304,0.00305074,0.931669955,1.073341471,0.931669955,-0.030737909,0.97003,-0.013214834,295.1623703,295.1934291,7.776202601,7.62215,0.073177936,0.2029,294.6526448,0.12559495,0.13333,0.141671515,0.204221284185,0.073177936
3175,3175,3175,5.944,29.8481,339.78,-0.953560971,-19692.97953,-19010.23486,11.53537,0.754653943,0.927042,38323,0.37,0.138,-2.348,25.6644,25.9731,cassan_29_37_2968.det.lc.gz,0.064789444,-1.188495747,0.0357871,-1.446273493,0.00391725,0.707586786,1.413254204,0.707586786,-0.150220286,1.17951,0.071701627,1417.165464,1417.314137,17.20519454,16.247,4.379370755,3.0735,1420.145377,0.68408246,0.784077,0.705667418,3.0741816271,4.379370755
3176,3176,3176,7.6,31.7363,312.916,-1.767402745,-20210.47175,-19132.02975,9.7746698,0.633053499,0.115408,38323,0.2,-0.012,-0.017,27.1176,27.4842,cassan_29_37_774.det.lc.gz,0.000965676,-3.015168503,0.00832888,-2.079413395,0.00175401,0.96407205,1.037266872,0.96407205,-0.015890508,1.55991,0.193099542,157.5854757,157.5913699,10.92897807,10.6594,0.3396216,0.9728,158.1166585,0.054728559,0.0606156,0.073194822,0.972985252955,0.3396216
3177,3177,3177,7.128,25.7486,91.0281,0.004627519,-19207.57848,-19136.33809,5.57402766,0.956432047,0.96014,38323,0.15,6.025,3.471,24.5592,24.6427,cassan_29_43_3144.det.lc.gz,0.00322804,-2.491061083,0.000251242,-3.599907758,0.00379877,0.510508437,1.958831484,1.958831484,0.291997076,0.509025,-0.293260887,511.0575939,511.0574555,3.832967426,3.83622,0.217773277,0.0608,505.516368,0.087538133,0.0875081,1.448323047,0.0625283447108,0.217773277
3179,3179,3179,7.569,32.1939,207.08,0.017530715,-19280.23621,-19204.32334,20.97825676,0.822372288,0.927851,38323,0.575,-0.048,-0.027,32.0772,32.5381,cassan_29_44_3330.det.lc.gz,0.022107787,-1.655454721,0.00241532,-2.617025322,0.00265998,0.283644595,3.525538708,3.525538708,0.547225487,3.80242,0.580060086,326.2365089,325.570132,9.74692963,9.91411,1.449240527,0.4872,311.0599227,2.843489299,2.83729,3.241894112,0.487951051455,1.449240527
3180,3180,3180,8.994,24.6978,157.534,0.450094657,-28176.11158,-19356.97758,3.4008576,0.427586079,0.323227,38323,0.3,-0.674,-12.77,23.6653,23.7096,cassan_29_44_553.det.lc.gz,3.48e-05,-4.457829441,0.000311764,-3.506174035,0.00168038,0.93340191,1.071349854,1.071349854,0.029931315,0.960042,-0.017709767,1422.722755,1422.737725,35.25857745,35.4256,0.208137371,0.6255,1424.577755,0.127521311,0.125817,0.137947944,0.628330393408,0.208137371
3181,3181,3181,8.046,32.9618,150.826,-0.027254743,-19667.40409,-19162.75943,1.6110476,0.717039135,0.574864,38323,0.575,-0.001,-0.069,32.4734,33.1592,cassan_29_45_1334.det.lc.gz,2.05e-05,-4.687380321,3.12e-05,-4.506279918,0.000951818,0.797877316,1.253325518,0.797877316,-0.098063882,0.811197,-0.090873664,134.7886366,134.7978656,10.73061391,10.8124,0.048633375,0.0604,132.4146086,0.398103587,0.394212,0.455448202,0.0612653497474,0.048633375
3182,3182,3182,7.498,22.4447,190.442,0.226241056,-19238.07473,-19196.53119,20.1745467,0.026357623,0.0420682,38323,0.7,4.535,-8.486,21.5733,21.5842,cassan_29_45_1818.det.lc.gz,7.81e-05,-4.107219811,0.00571762,-2.242784712,0.000464674,0.84271868,1.186635616,1.186635616,0.074317379,1.09991,0.041357151,1623.23992,1623.654867,48.04795758,32.3829,0.424683146,2.4486,1620.195902,0.338031302,0.651883,0.343916935,2.44867745727,0.424683146
3183,3183,3183,6.497,23.9268,223.485,-0.012554885,-19284.88529,-19216.8426,0.22126602,0.797471059,0.587917,38323,0.4,-1.285,4.339,22.8399,22.837,cassan_29_45_469.det.lc.gz,9.88e-05,-4.005327823,3.93e-05,-4.405152397,0.00137552,0.935341584,1.069128132,0.935341584,-0.029029757,1.0538,0.022758194,1409.240818,1409.240216,5.826663371,5.82279,0.057910327,0.0365,1409.774358,0.097539693,0.0976789,0.133786548,0.0373712701188,0.057910327
3184,3184,3184,8.298,24.9173,348.864,0.003512269,-19249.83777,-19050.27912,3.87528723,0.852779354,0.971605,38323,0.3,0.038,-5.256,23.7404,23.7752,cassan_29_45_643.det.lc.gz,0.001087377,-2.96361986,6.28e-05,-4.201750002,0.0463114,0.551572082,1.812999667,1.812999667,0.258397724,1.78577,0.251825523,305.4244132,305.4204918,8.443030491,8.09037,0.278412306,0.0641,303.3211317,1.236584614,1.31622,1.261427585,0.380122207063,0.278412306
3185,3185,3185,5.286,25.224,338.193,0.131745441,-21987.30158,-19155.48713,6.3598882,0.628633136,0.665327,38323,0.25,-0.063,-1.577,23.777,23.7512,cassan_29_46_1539.det.lc.gz,0.000290597,-3.53670813,0.000879702,-3.055664421,0.000940912,0.736338704,1.358070674,1.358070674,0.132922371,1.44372,0.159482973,1798.625399,1798.560714,12.46566026,12.6691,0.212501119,0.3758,1795.72352,0.576506344,0.558342,0.621731971,0.375951634034,0.212501119
