,level_0,index,D_l,D_s,alpha,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,length,m_l,mu_l_b,mu_l_l,mu_s_b,mu_s_l,name,q_fitted,q_fitted_log,q_true,q_true_log,rho,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c,tEp_true_2,tEp_fitted_2
7666,7666,1147,8.844,26.8756,113.088,0.134052812,-19475.93733,-19312.23371,4.5533862,0.54495577,0.436249,38323,0.15,2.2,-8.072,25.4606,25.5184,cassan_39_72_1034.det.lc.gz,0.002161379,-2.665269096,9.66e-05,-4.015214437,0.00167586,0.806057729,1.240605932,1.240605932,0.093633853,1.10166,0.042047581,517.4956713,517.5116086,55.91626486,55.5291,2.599582506,0.5456,539.7568021,0.174172907,0.175957,0.434548203,0.553646309915,2.599582506
7669,7669,1150,6.305,23.4754,146.778,-1.3018265,-19403.81863,-19368.8277,48.398556,0.068390446,0.0251238,38323,0.55,-5.906,-1.27,22.0809,22.1395,cassan_39_73_1278.det.lc.gz,0.000550759,-3.259038462,0.000394172,-3.404314229,0.00060018,0.839591162,1.191055891,0.839591162,-0.075932142,0.941156,-0.026338385,397.0122659,397.0904133,179.5011219,181.268,4.212577815,3.5989,363.2737882,0.296984263,0.292905,0.351464729,3.60049638297,4.212577815
7672,7672,1153,7.818,26.812,243.715,-0.04330773,-19258.4995,-19078.19796,1.54962239,0.275033225,0.115862,38323,0.25,0.795,-1.035,24.6437,24.9082,cassan_39_74_1814.det.lc.gz,5.54e-05,-4.25684431,4.91e-05,-4.309185712,0.00144615,0.857137887,1.166673431,0.857137887,-0.066949308,0.875315,-0.057835629,488.2258628,488.2216001,6.783168579,6.76691,0.050467345,0.0474,490.1063663,0.137678312,0.138204,0.309535544,0.0484159759961,0.050467345
7674,7674,1155,6.499,23.782,12.7144,-0.111304652,-19540.48838,-19443.12562,2.7326124,0.015451966,0.00413127,38323,0.454,2.463,-0.4,22.6732,22.7401,cassan_39_82_2358.det.lc.gz,0.000141013,-3.850742025,0.000977106,-3.01005832,0.000485074,0.824713369,1.212542488,0.824713369,-0.083696965,0.804096,-0.094692098,527.103349,527.0246914,10.85676416,10.8437,0.1289227,0.339,526.1165177,0.377027093,0.35982,0.387829119,0.339000718691,0.1289227
7675,7675,1156,7.84,24.4941,317.942,0.005741431,-19275.37913,-19236.53214,1.42886364,0.043673015,0.0169287,38323,0.35,1.376,0.464,23.3758,23.4531,cassan_39_83_1652.det.lc.gz,7.3e-09,-8.136778126,5.07e-05,-4.29512312,0.00029106,0.873515844,1.144798926,1.144798926,0.058729213,1.13965,0.056771495,1767.48905,1767.471828,8.086136647,8.21186,-0.000690799,0.0585,1765.984659,0.197437386,0.195801,0.271283082,0.0585205030092,-0.000690799
7676,7676,1157,7.836,25.1105,120.24,0.064397005,-19347.09274,-19248.85467,13.5504747,0.902448328,0.855218,38323,0.25,2.815,-6.792,24.0006,24.0212,cassan_39_83_30.det.lc.gz,0.000437193,-3.359326681,6.26e-05,-4.20342081,0.00588525,0.949249178,1.053464173,1.053464173,0.02261977,0.802401,-0.095608539,340.8176331,340.8182064,30.71504586,30.7267,0.642225917,0.2431,343.5514189,0.054211763,0.0542396,0.104214996,0.302991075633,0.642225917
7677,7677,1158,6.454,24.6058,165.245,0.005112037,-19272.1979,-19177.52706,4.17973204,0.973264483,0.963043,38323,0.25,-2.3,0.779,23.4841,23.4839,cassan_39_83_778.det.lc.gz,0.000375748,-3.425102839,5.82e-05,-4.234832327,0.00613515,0.805802002,1.240999647,1.240999647,0.093771658,1.38206,0.140526898,1583.194622,1583.19361,8.276855812,8.26034,0.160440486,0.063,1584.110121,0.420906805,0.421833,0.435197645,0.0808670265312,0.160440486
7678,7678,1159,9.643,26.3018,162.483,-0.072753816,-19765.03967,-19302.26444,9.5868425,0.631841751,0.303461,38323,0.2,-0.823,-6.389,24.9159,25.1086,cassan_39_84_1645.det.lc.gz,7.48e-05,-4.126151559,6.28e-05,-4.201748619,0.00262108,0.765051222,1.307102023,0.765051222,-0.116309487,0.743264,-0.128856902,527.6691082,527.7067432,31.13222591,31.2275,0.269236784,0.2475,522.6109273,0.517127868,0.517735,0.542050801,0.260651549151,0.269236784
7679,7679,1160,6.093,24.4418,33.6092,0.100932318,-19386.65101,-19355.88854,1.9715988,0.07268218,0.035622,38323,0.32,-0.354,-2.956,23.1687,23.1567,cassan_39_84_553.det.lc.gz,1.05e-05,-4.97900992,9.28e-05,-4.032636919,0.000257484,0.803314354,1.244842688,1.244842688,0.095114473,1.19438,0.077142522,1580.834691,1580.83668,14.23257051,15.5244,0.046108223,0.1495,1584.292022,0.368698637,0.333719,0.441528333,0.149604236082,0.046108223
7680,7680,1161,7.213,23.5034,53.5097,0.564359186,-28252.39014,-20078.51083,3.956412,0.094376815,0.0665683,38323,0.5,1.166,-2.244,22.5203,22.5829,cassan_39_85_610.det.lc.gz,8.3e-07,-6.080713968,2.89e-05,-4.539008997,0.00094251,0.942077287,1.061484035,1.061484035,0.025913467,1.0719,0.030154271,504.1886468,504.2276528,32.74168394,32.9701,0.029836236,0.1773,507.3529238,0.070128236,0.070118,0.119406749,0.179946459772,0.029836236
7681,7681,1162,6.994,26.3087,24.2936,0.007572571,-19005.63382,-18977.54362,1.8573646,0.952962948,0.962739,38323,0.2,-2.579,-2.017,24.8728,24.8714,cassan_39_86_1262.det.lc.gz,0.002277963,-2.642453317,0.000162902,-3.788073584,0.0112346,0.867658747,1.152526847,1.152526847,0.061651051,0.832076,-0.079837004,1783.362552,1783.362449,7.146977215,7.14371,0.341111011,0.0912,1784.151251,0.262624777,0.262756,0.2848681,0.121467910165,0.341111011
7682,7682,1163,6.376,26.4565,144.124,0.010101979,-19812.73008,-19587.63603,1.16878184,0.085652182,0.02889,38323,0.15,-4.796,3.467,24.6373,24.8403,cassan_39_86_1838.det.lc.gz,4.4e-08,-7.356907831,0.000341731,-3.466315623,0.000739675,0.897428084,1.114295416,1.114295416,0.047000344,1.17057,0.06839739,1581.315825,1581.278402,5.024074659,4.71283,0.001053421,0.0871,1581.951199,0.176175604,0.195691,0.216867332,0.0871909365633,0.001053421
7683,7683,1164,5.481,24.2376,240.314,0.041451847,-19116.36234,-18999.88814,0.89311572,0.305655851,0.197408,38323,0.4,3.722,7.775,22.7423,22.8776,cassan_39_86_2251.det.lc.gz,0.005867438,-2.231551512,0.000587025,-3.231343403,0.00102266,0.732870352,1.364497823,1.364497823,0.134972847,1.16246,0.065378018,1402.636445,1402.626123,7.180207428,7.08822,0.549998158,0.1717,1398.72731,0.320229534,0.327254,0.631627471,0.171890552924,0.549998158
7686,7686,1167,6.091,31.7373,104.769,-0.558585115,-19382.96609,-19111.64442,9.7449215,0.05494969,0.0161165,38323,0.575,0.005,-0.034,31.5109,31.954,cassan_39_96_1144.det.lc.gz,0.000455486,-3.34152464,0.00013263,-3.87735823,0.00024428,0.779938606,1.282152201,0.779938606,-0.107939582,0.795672,-0.099265925,338.4753235,338.4830806,20.31307092,21.8987,0.433524119,0.2522,328.6448316,0.134208,0.121998,0.502213595,0.252253322687,0.433524119
7687,7687,1168,6.919,22.9826,214.291,0.053687865,-19226.67197,-19037.49637,2.0631125,0.135336987,0.0726964,38323,0.55,0.951,2.177,22.0691,22.1018,cassan_39_96_1648.det.lc.gz,1.77e-05,-4.753081912,4.97e-05,-4.303560605,0.00101998,0.920416202,1.086465012,1.086465012,0.036015745,1.02692,0.011536612,120.8049054,120.7991887,16.34776099,16.5049,0.068693766,0.1164,119.2782121,0.137298183,0.135389,0.166048809,0.117568145034,0.068693766
7688,7688,1169,6.751,32.031,162.912,0.482462519,-19380.91174,-19305.60371,10.599661,0.009972269,0.780266,38323,0.575,0.037,-0.148,31.8238,32.2516,cassan_39_96_2116.det.lc.gz,2.7e-05,-4.568245206,6.55e-05,-4.183822357,0.00294894,0.810178355,1.23429612,1.23429612,0.091419364,3.27674,0.515441983,342.461861,342.9963872,65.9801123,14.9291,0.342997099,0.1208,356.2401467,0.369145053,2.88555,0.424117766,0.128595152147,0.342997099
7689,7689,1170,5.832,24.2588,313.556,-0.411575998,-32421.76269,-24178.04817,2.7390077,0.31887927,0.225551,38323,0.37,0.46,-3.214,23.0261,23.0328,cassan_39_97_1346.det.lc.gz,6.88e-05,-4.162220325,0.000167227,-3.776693601,0.000594381,0.868867664,1.150923255,0.868867664,-0.061046365,0.889641,-0.05078521,501.7711215,501.693141,18.25765091,19.1539,0.151472829,0.2477,505.4203559,0.199011656,0.185381,0.282055591,0.247952609315,0.151472829
7690,7690,1171,8.295,23.5955,191.423,-0.403829659,-19544.40195,-19090.22714,112.80364,0.519045201,0.523232,38323,0.5,-3.388,-10.555,22.5958,22.6242,cassan_39_97_709.det.lc.gz,0.00105621,-2.97624967,0.000194338,-3.711442271,0.00326019,0.823082691,1.214944758,0.823082691,-0.084556531,0.702341,-0.153451978,290.1274187,290.1348285,185.1930696,184.924,6.018661175,2.5779,304.4492709,0.384155206,0.385948,0.391862067,2.64749458461,6.018661175
7694,7694,1175,4.811,27.1212,144.589,-0.164310335,-19250.99921,-19129.1679,49.7161496,0.293084944,0.490569,38323,0.12,-0.111,-3.597,25.5849,25.5414,cassan_39_99_852.det.lc.gz,0.002497807,-2.60244115,0.00066641,-3.176258495,0.00134769,0.452881504,2.208083111,0.452881504,-0.344015416,0.36088,-0.442637186,201.0223885,202.5062256,46.66780183,36.3688,2.332366366,0.9389,151.2301724,1.393682227,1.98508,1.755201607,0.940136130864,2.332366366
7695,7695,1176,4.354,28.6567,215.782,0.362304295,-19305.81123,-19233.53337,54.2971251,0.78223802,0.578227,38323,0.11,-0.001,-0.032,26.4099,26.3952,cassan_39_9_1653.det.lc.gz,0.004078461,-2.389503634,0.0023419,-2.630431653,0.00301696,0.889687007,1.123990788,1.123990788,0.050762752,1.72195,0.236020537,296.9631257,297.1281056,47.68849132,48.5229,3.045522175,2.3482,297.1863864,0.234257005,0.223546,0.234303782,2.35273629638,3.045522175
7696,7696,1177,3.5,22.6509,277.965,0.173508736,-19266.12971,-19226.67023,23.7502512,0.065901109,0.00418527,38323,0.35,0.076,-0.484,21.6772,21.6462,cassan_3_30_1987.det.lc.gz,0.000894277,-3.04852777,0.000702498,-3.153354908,0.000205538,0.557029216,1.795237973,1.795237973,0.254122026,0.665473,-0.17686956,465.5380935,470.4840007,23.65832325,29.1057,0.707489627,0.7714,494.5514468,0.170967442,0.18785,1.238208758,0.77146042616,0.707489627
7697,7697,1178,7.557,23.6132,30.7287,0.008006889,-19767.45658,-19334.15086,0.43196467,0.03457925,0.00674219,38323,0.443,-2.203,5.192,22.6892,22.7,cassan_3_31_583.det.lc.gz,6.88e-09,-8.162215934,0.00135382,-2.868439074,0.00050737,0.855106361,1.169445166,1.169445166,0.067979863,0.82685,-0.082573269,1781.034355,1781.061587,2.940133453,2.65009,0.000243927,0.0975,1780.668658,0.288683598,0.346294,0.314338805,0.0975174580173,0.000243927
7698,7698,1179,7.143,25.4095,67.57,0.279071944,-19559.8628,-19289.50895,1.7830098,0.142417215,0.0300106,38323,0.35,-2.056,-2.582,23.7113,23.7782,cassan_3_34_1651.det.lc.gz,5.15e-05,-4.288409195,9.68e-05,-4.014217075,0.000509101,0.900015226,1.111092313,1.111092313,0.045750143,1.06525,0.027451543,1768.382666,1768.389058,17.79500971,18.0102,0.127671403,0.1772,1771.858044,0.080069803,0.0793262,0.211077087,0.177434004043,0.127671403
7699,7699,1180,8.112,27.7527,54.5213,0.053365524,-19542.3627,-19180.66569,3.3179134,1.23758028,0.652571,38323,0.15,-0.001,-0.096,25.8166,25.9336,cassan_3_34_1985.det.lc.gz,0.00990578,-2.004111323,0.00166196,-2.779379433,0.00182212,0.608612614,1.643081291,1.643081291,0.215659051,0.659122,-0.181034192,1827.464098,1826.236945,4.154807346,4.21055,0.413518772,0.1717,1823.19233,0.11415604,0.339785,1.034468677,0.171823467006,0.413518772
7700,7700,1181,7.667,27.696,88.0944,0.02487432,-19138.64545,-19106.44901,29.161647,0.311305004,0.0260954,38323,0.2,0.92,-5.177,25.3331,25.5557,cassan_3_35_1017.det.lc.gz,4.07e-05,-4.390315349,2.88e-05,-4.540333149,0.00183473,0.492840889,2.029052424,2.029052424,0.307293268,0.493705,-0.306532474,156.5712899,156.5685468,19.00820777,19.0599,0.12127841,0.1023,127.4040119,0.073399661,0.073178,1.536211535,0.108098763783,0.12127841
7702,7702,1183,7.13,32.5188,109.795,0.036344863,-18807.02654,-18776.26184,5.27882913,0.473050955,0.156618,38323,0.095,0.001,-0.029,29.2224,29.2255,cassan_3_36_1851.det.lc.gz,0.000460786,-3.33650096,0.000341791,-3.466239377,0.00244773,0.578120097,1.729744399,1.729744399,0.237981933,1.74102,0.24080376,503.0312371,503.0533209,4.578552318,4.76859,0.098282841,0.0882,507.9788868,0.398134401,0.367801,1.151624302,0.0889290745166,0.098282841
7703,7703,1184,10.63,34.2254,191.209,0.068475222,-19491.53522,-19190.22458,0.31792357,0.607326708,0.216511,38323,0.25,-0.002,-0.078,28.4926,28.8591,cassan_3_37_979.det.lc.gz,3.68e-05,-4.433920045,0.000206348,-3.685399736,0.00400498,0.767791813,1.302436394,1.302436394,0.114756523,1.33217,0.124559649,1453.446152,1453.45761,2.383940663,2.32061,0.014465566,0.0333,1453.191065,0.523827586,0.565104,0.534644581,0.0346065018871,0.014465566
7706,7706,1187,6.897,26.1538,170.435,-0.082712756,-19584.51612,-19310.15286,2.01269238,0.648567866,0.584906,38323,0.15,-0.172,0.136,24.8573,24.9012,cassan_3_45_1857.det.lc.gz,4.29e-05,-4.367114891,0.000284888,-3.545325844,0.000872949,0.968184921,1.03286054,0.968184921,-0.014041686,1.19117,0.075973747,1791.588918,1791.589122,5.813080414,5.81703,0.038093325,0.0982,1791.523891,0.063700853,0.0639399,0.06467562,0.0983146976943,0.038093325
7708,7708,1189,7.812,26.9324,156.664,0.149759902,-19323.97436,-19282.95263,46.745187,1.009711027,0.961885,38323,0.15,-0.481,-3.614,25.5117,25.4722,cassan_3_46_1799.det.lc.gz,0.058783425,-1.230745112,0.00772994,-2.111823877,0.0822041,0.78024944,1.28164142,1.28164142,0.107766535,3.61716,0.55836772,131.5350188,131.5263862,13.90436292,14.1395,3.371153588,1.2431,132.7069009,0.494257554,0.481026,0.501391981,1.70188452022,3.371153588
7709,7709,1190,8.76,23.7207,342.035,-0.002164608,-19316.084,-19269.65938,0.09202466,0.93064825,0.934527,38323,0.6,-3.852,-3.694,22.433,22.4884,cassan_3_46_2688.det.lc.gz,9.7e-06,-5.013449985,1.61e-06,-5.792029205,0.00672696,0.894781698,1.11759103,0.894781698,-0.048282907,0.899386,-0.046053877,1458.508699,1458.508363,7.078711506,7.07882,0.022040895,0.009,1458.993595,0.212018059,0.212056,0.222809332,0.0484586416993,0.022040895
7711,7711,1192,7.529,23.7014,223.716,0.79663976,-22008.37553,-19071.5939,62.1247,0.552372399,0.555651,38323,0.678,2.561,-4.911,22.1739,22.2515,cassan_3_47_2747.det.lc.gz,1.7e-05,-4.769682041,3.1e-05,-4.50797896,0.00085947,0.967265419,1.033842398,1.033842398,0.014454339,1.14916,0.060380501,157.0040672,156.9861583,226.0686776,225.908,0.931964507,1.2588,146.6003872,0.048110851,0.0481249,0.066576979,1.27270016503,0.931964507
7712,7712,1193,6.517,22.5042,165.445,0.106093136,-19481.65773,-19441.84101,3.262273,0.034333808,0.019371,38323,0.89,0.392,-3.068,20.7467,20.9441,cassan_3_48_169.det.lc.gz,9.9e-07,-6.004476253,1.52e-05,-4.818891334,0.000480344,0.768707639,1.300884691,1.300884691,0.114238803,1.30742,0.116415124,503.384299,503.377035,68.84121737,66.577,0.068487358,0.2593,512.7369717,0.514543341,0.540363,0.532177052,0.261527560547,0.068487358
7715,7715,1196,8.238,31.639,14.49,0.0958289,-20712.94379,-19712.42047,2.99314041,0.607558864,0.258331,38323,0.576,-0.024,-0.062,31.6091,31.9002,cassan_3_56_1807.det.lc.gz,0.001101326,-2.958083989,0.00220479,-2.65663277,0.000860635,0.726265416,1.376907089,1.376907089,0.138904636,1.45819,0.163814116,1591.343112,1591.407824,5.686254576,5.90363,0.18870539,0.2772,1592.297937,0.628600096,0.583117,0.650641673,0.277252636008,0.18870539
7716,7716,1197,8.385,22.2347,223.602,0.072427712,-20566.13714,-19210.75419,2.2472782,0.596603039,0.562404,38323,0.678,3.523,-12.726,21.5326,21.5087,cassan_3_56_609.det.lc.gz,2.96e-05,-4.528828422,4.33e-05,-4.363402792,0.00141066,0.910988502,1.097708695,1.097708695,0.040487104,1.04221,0.017955236,298.9594622,298.9535196,21.00484888,21.0026,0.114262928,0.1382,296.2533769,0.135155045,0.135121,0.186720193,0.141342912986,0.114262928
7719,7719,1200,6.356,26.0891,225.26,0.097097933,-23690.04156,-21011.80782,7.36545238,0.531735675,0.752255,38323,0.15,0.713,3.649,24.721,24.8477,cassan_3_58_2049.det.lc.gz,0.00012154,-3.915279147,0.00159488,-2.797271988,0.00252691,0.607533584,1.645999542,1.645999542,0.21642971,0.558048,-0.253328444,1767.632468,1767.699339,9.104239977,7.81066,0.100370046,0.3119,1775.28856,0.609291801,0.795693,1.038465958,0.312549908415,0.100370046
7720,7720,1201,6.075,25.195,24.3151,0.00215713,-28860.00452,-24338.42684,10.0908287,5.538694294,0.874419,38323,0.2,-0.394,3.588,24.0383,24.0804,cassan_3_58_2663.det.lc.gz,1.63e-06,-5.78756065,4.31e-06,-5.365863447,0.00433317,0.324112886,3.08534478,3.08534478,0.489303702,1.99254,0.299407049,1754.70236,1754.148397,10.16401229,16.6241,0.012980304,0.0345,1764.355972,2.592742312,1.36128,2.761231894,0.0798759240964,0.012980304
7722,7722,1203,8.401,23.9617,87.7642,5.445158885,-20343.83406,-19216.27062,90.626508,0.637786925,0.603936,38323,0.5,-1.576,-10.024,22.8516,22.8659,cassan_3_5_1848.det.lc.gz,0.007819171,-2.106839314,3.98e-05,-4.39995328,0.0011961,0.926809498,1.078970384,1.078970384,0.033009524,1.19034,0.075671028,258.7628505,259.3846925,268.2020999,260.421,23.71605872,1.6432,299.2168905,0.020049679,0.0358483,0.152160886,1.67219191931,23.71605872
7723,7723,1204,3.645,26.4539,167.062,-0.127373275,-19413.49476,-19339.58994,5.4895921,0.115919413,0.0383673,38323,0.12,-1.015,-8.496,25.0502,24.9881,cassan_3_5_2355.det.lc.gz,0.000117853,-3.92865857,0.000135031,-3.869566516,0.000572052,0.667590739,1.497923716,0.667590739,-0.175489697,0.662618,-0.178736771,535.8463357,536.3810688,37.40619515,36.8429,0.406082478,0.4281,529.1689019,0.810917084,0.85953,0.830332977,0.428643420936,0.406082478
7724,7724,1205,8.866,26.3233,253.554,-0.714572322,-19227.05258,-19178.9917,7.9529586,0.241645832,0.028581,38323,0.3,-3.222,-5.924,24.6098,24.6779,cassan_3_60_3267.det.lc.gz,0.004221911,-2.374490895,0.00363822,-2.439111043,0.000947704,0.857681504,1.165933969,0.857681504,-0.066673955,1.04436,0.01885023,1408.567617,1408.481968,50.52238338,52.6686,3.28275433,3.1768,1396.09601,0.184616164,0.174119,0.308252465,3.17723875955,3.28275433
7725,7725,1206,5.189,27.4607,359.8,-2.616669317,-20674.78286,-19170.74936,292.78437,0.839410994,0.710645,38323,0.13,0.103,-2.001,25.6586,25.6468,cassan_3_60_3327.det.lc.gz,0.000777124,-3.109509492,0.000525958,-3.279048935,0.00173905,0.867216403,1.15311472,0.867216403,-0.061872516,0.710975,-0.14814567,1766.50971,1766.371297,461.1222888,461.805,12.85468293,10.5909,1766.653041,0.285898148,0.286054,0.285898317,10.6213372528,12.85468293
7726,7726,1207,6.257,30.8026,191.458,-0.008037708,-19371.76277,-19160.45446,4.20129936,0.902814628,0.922362,38323,0.11,-0.006,-0.021,27.8839,27.9338,cassan_3_62_1690.det.lc.gz,0.001261961,-2.898954094,0.000206877,-3.68428779,0.0217094,0.568416198,1.759274286,0.568416198,-0.245333555,0.525572,-0.27936778,130.011072,129.9955885,6.712174992,6.54408,0.238443904,0.0941,131.6075358,1.166864291,1.21807,1.190858088,0.170419584991,0.238443904
7729,7729,1210,5.548,29.4785,150.223,-0.515917264,-19293.31756,-19218.18371,15.137232,0.284245592,0.0229486,38323,0.38,-0.74,-2.963,25.3139,25.5962,cassan_3_63_377.det.lc.gz,1.79e-05,-4.747539662,3.24e-05,-4.489869376,0.000898988,0.947694718,1.055192121,0.947694718,-0.02333154,1.01341,0.005785185,366.9534094,366.8420519,169.765163,172.014,0.717924449,0.9787,357.7361696,0.092778483,0.0915116,0.107497403,0.99125713979,0.717924449
7730,7730,1211,7.056,33.4521,151.367,2.679862987,-59251.59699,-20404.11718,19.5694401,1.087487705,0.722502,38323,0.14,0.0,-0.03,28.7638,29.0199,cassan_3_63_841.det.lc.gz,0.00079899,-3.097458443,0.00862246,-2.064368812,0.00598093,0.749798041,1.333692468,1.333692468,0.125055699,1.10476,0.043267941,329.4430928,329.6249436,45.52840858,49.2933,1.286925033,4.5772,341.5749351,0.519545726,0.444753,0.583894427,4.58672276508,1.286925033
7731,7731,1212,4.056,26.318,150.547,-0.464937308,-19011.40333,-18972.37716,7.7930427,0.156858992,0.0723491,38323,0.12,0.942,-1.113,25.0067,24.974,cassan_3_69_1078.det.lc.gz,0.007443028,-2.128250374,0.0066246,-2.17884034,0.000453722,0.673208123,1.485424739,0.673208123,-0.171850653,0.702242,-0.1535132,504.827118,505.113793,15.97729425,13.9911,1.378408831,1.1388,498.1155792,0.695154153,0.911409,0.812216616,1.13877634872,1.378408831
7732,7732,1213,4.509,25.0664,120.86,-0.530984123,-30752.0406,-20698.86166,0.78158176,0.662894865,0.546449,38323,0.19,-0.791,-1.425,23.7163,23.6623,cassan_3_69_1341.det.lc.gz,0.000826099,-3.082968099,0.00127456,-2.894639715,0.000901908,0.915529297,1.092264337,0.915529297,-0.038327754,1.06248,0.026320764,1622.243792,1622.261531,9.777075361,9.89344,0.281012031,0.3532,1620.772019,0.092601641,0.0921328,0.17673504,0.353318199137,0.281012031
7733,7733,1214,8.181,25.9637,4.49913,0.026880015,-19344.12744,-19132.86759,2.2493326,0.544858446,0.326222,38323,0.2,2.344,-6.895,24.7689,24.8084,cassan_3_69_3104.det.lc.gz,7.51e-06,-5.124158939,3.19e-05,-4.495703162,0.0035066,0.863588773,1.157958546,1.157958546,0.063693012,1.18632,0.074201852,1579.832924,1579.836425,12.67453495,12.6367,0.03474182,0.0714,1580.126228,0.293458764,0.293617,0.294369772,0.0840091043218,0.03474182
7734,7734,1215,5.858,20.5587,285.268,-0.494449436,-22481.35775,-19633.37283,11.09224,0.31178638,0.302335,38323,0.93,0.066,-0.528,19.6909,19.8121,cassan_3_6_149.det.lc.gz,0.000143414,-3.843409911,1.09e-05,-4.961614333,0.00093867,0.918815023,1.088358348,0.918815023,-0.036771913,0.963053,-0.016349812,510.1579192,510.1504093,181.9328948,181.84,2.178744351,0.601,539.9071545,0.044798714,0.0447918,0.169543325,0.624140506614,2.178744351
7735,7735,1216,5.343,23.7384,191.262,-0.389637494,-19149.06017,-19101.20865,106.181754,0.384775223,0.366734,38323,0.3,-3.05,-5.02,22.7301,22.7492,cassan_3_70_2065.det.lc.gz,0.00011589,-3.935954044,0.000178391,-3.74862706,0.000583264,0.953447135,1.048825849,0.953447135,-0.020703382,1.27611,0.105888112,1640.990076,1641.239895,222.611438,219.838,2.396461483,2.9362,1646.34755,0.09229249,0.0938487,0.095378714,2.93902273903,2.396461483
7736,7736,1217,6.334,27.8276,190.339,0.002179795,-20690.2619,-20655.6393,0.29844565,0.512604472,0.152132,38323,0.099,-0.007,-0.04,26.4375,26.371,cassan_3_71_1289.det.lc.gz,1.27e-07,-6.897437992,7.42e-06,-5.129725466,0.00133802,0.951545396,1.050922009,1.050922009,0.021570488,0.94634,-0.023952803,1821.381089,1821.380755,5.592789931,5.63105,0.001990259,0.0153,1821.469239,0.098118742,0.0967162,0.099376613,0.0170893763191,0.001990259
7737,7737,1218,4.745,24.4186,334.23,0.034419025,-19562.65434,-19089.88188,2.4405032,0.694448349,0.63873,38323,0.26,-1.07,-2.854,23.1822,23.1499,cassan_3_71_1614.det.lc.gz,3.5e-06,-5.455805536,1.08e-05,-4.965776753,0.00081525,0.906488876,1.103157497,1.103157497,0.042637521,1.07762,0.032465643,534.6548377,534.6508402,25.92378598,25.9628,0.048506022,0.0854,532.4368072,0.177082155,0.176648,0.196668621,0.0879086474258,0.048506022
7739,7739,1220,6.659,20.3457,35.6041,0.022885973,-36065.77451,-19823.56943,8.8953928,0.872428628,0.40827,38323,0.934,-0.691,-3.784,19.7724,19.7836,cassan_3_72_925.det.lc.gz,1.76e-06,-5.754959968,7.92e-06,-5.101545789,0.00129624,0.528541958,1.891997381,1.891997381,0.276920531,1.61252,0.20750511,1431.625214,1431.642256,12.34224113,15.4972,0.016364926,0.0436,1440.624187,1.152126256,0.809656,1.363455423,0.048016913553,0.016364926
7740,7740,1221,4.595,28.3448,29.0312,-0.170558806,-20109.81463,-19761.47594,1.75537236,0.26519171,0.0195606,38323,0.09,0.011,-0.027,26.6335,26.5523,cassan_3_73_1870.det.lc.gz,0.001303017,-2.885050024,0.00169917,-2.769763168,0.000379978,0.767254225,1.303348965,0.767254225,-0.115060711,0.852822,-0.069141605,542.8809047,542.9592204,3.85552484,7.13566,0.139174123,0.2941,542.1303016,0.499496049,0.203726,0.536094739,0.294151464713,0.139174123
7741,7741,1222,11.038,27.836,257.055,0.122211469,-19265.98632,-19185.48613,9.024834,0.577064209,0.266159,38323,0.3,0.211,-7.862,25.5598,25.5881,cassan_3_74_2858.det.lc.gz,0.000241704,-3.616716523,1.41e-05,-4.85046683,0.00149897,0.938956921,1.065011586,1.065011586,0.027354332,1.14677,0.059476323,1424.327909,1424.327182,33.05956434,33.058,0.513971295,0.1242,1420.26771,0.028396203,0.0284287,0.126054665,0.133657835954,0.513971295
7742,7742,1223,8.604,28.1871,77.9163,3.158148729,-19279.31802,-19052.93127,14.1740665,0.066436784,0.0241547,38323,0.35,-0.934,-7.776,25.5161,25.5895,cassan_3_75_235.det.lc.gz,0.001712203,-2.766444717,0.000875625,-3.057681847,0.000548722,0.830207609,1.204517989,1.204517989,0.08081329,1.12093,0.049578493,476.2749118,475.804406,75.23108803,67.8185,3.11297035,2.0068,503.8087007,0.078485288,0.0928134,0.37431038,2.00715962553,3.11297035
7743,7743,1224,7.743,26.9068,38.57,-0.021962154,-19227.12707,-19154.36674,2.5848059,0.783147986,0.311035,38323,0.454,-4.068,-6.293,24.2299,24.4446,cassan_3_75_2650.det.lc.gz,7.8e-06,-5.107650183,5.96e-06,-5.224622597,0.00214458,0.908817538,1.100330879,0.908817538,-0.041523301,0.936475,-0.028503812,352.3347517,352.3367706,35.43316798,35.4083,0.098988534,0.0865,348.1166818,0.150020427,0.150257,0.191513341,0.115059124435,0.098988534
7744,7744,1225,6.637,29.1807,289.783,-0.017234334,-19574.45599,-19544.74332,3.89601448,1.260064685,0.568288,38323,0.2,0.03,-0.016,25.9805,26.1944,cassan_3_76_2577.det.lc.gz,0.004084734,-2.388836235,0.0614496,-1.21148094,0.00263179,0.383350433,2.608579289,0.383350433,-0.416404042,0.518364,-0.285365168,1428.307458,1427.502862,6.207464524,6.99464,0.396730993,1.7339,1438.527145,1.497050513,1.29617,2.225228855,1.73400111231,0.396730993
