,chi_sub,is_in_matts,name
1263,"6062    6.141603
Name: chi_sub, dtype: float64",0,cassan_29_33_2755.det.lc.gz
1264,"6064    1.130773
Name: chi_sub, dtype: float64",0,cassan_29_34_351.det.lc.gz
1265,"6065    17.647063
Name: chi_sub, dtype: float64",0,cassan_29_35_1133.det.lc.gz
1268,"6068    16.074434
Name: chi_sub, dtype: float64",0,cassan_29_44_2590.det.lc.gz
1269,"6070    33.226583
Name: chi_sub, dtype: float64",0,cassan_29_45_973.det.lc.gz
1270,"6073    24.967686
Name: chi_sub, dtype: float64",0,cassan_29_47_3297.det.lc.gz
1272,"6075    15.819716
Name: chi_sub, dtype: float64",0,cassan_29_4_792.det.lc.gz
1273,"6076    15.51801
Name: chi_sub, dtype: float64",0,cassan_29_56_2088.det.lc.gz
1275,"6085    26.943316
Name: chi_sub, dtype: float64",0,cassan_29_62_1691.det.lc.gz
1276,"6086    7.247485
Name: chi_sub, dtype: float64",0,cassan_29_69_471.det.lc.gz
1278,"6089    11.418855
Name: chi_sub, dtype: float64",0,cassan_29_6_556.det.lc.gz
1279,"6090    15.600002
Name: chi_sub, dtype: float64",0,cassan_29_70_2583.det.lc.gz
1282,"6094    17.141264
Name: chi_sub, dtype: float64",0,cassan_29_73_3277.det.lc.gz
1283,"6098    32.835505
Name: chi_sub, dtype: float64",0,cassan_29_7_2922.det.lc.gz
1285,"6102    7.789984
Name: chi_sub, dtype: float64",0,cassan_29_83_1925.det.lc.gz
1286,"6103    8.644
Name: chi_sub, dtype: float64",0,cassan_29_83_4.det.lc.gz
1287,"6104    6.46829
Name: chi_sub, dtype: float64",0,cassan_29_84_1549.det.lc.gz
1288,"6105    20.44007
Name: chi_sub, dtype: float64",0,cassan_29_84_3326.det.lc.gz
1289,"6106    23.738246
Name: chi_sub, dtype: float64",0,cassan_29_86_974.det.lc.gz
1290,"6107    22.000051
Name: chi_sub, dtype: float64",0,cassan_29_87_26.det.lc.gz
1292,"6112    12.366281
Name: chi_sub, dtype: float64",0,cassan_29_96_1511.det.lc.gz
1293,"6115    0.251026
Name: chi_sub, dtype: float64",0,cassan_29_9_2316.det.lc.gz
1296,"6118    6.589158
Name: chi_sub, dtype: float64",0,cassan_2_100_2670.det.lc.gz
1298,"6120    16.166783
Name: chi_sub, dtype: float64",0,cassan_2_100_876.det.lc.gz
1300,"6122    30.806351
Name: chi_sub, dtype: float64",0,cassan_2_101_3082.det.lc.gz
1303,"6130    10.12573
Name: chi_sub, dtype: float64",0,cassan_2_115_900.det.lc.gz
1304,"6132    21.030439
Name: chi_sub, dtype: float64",0,cassan_2_123_863.det.lc.gz
1305,"6133    11.135435
Name: chi_sub, dtype: float64",0,cassan_2_124_2810.det.lc.gz
1306,"6138    16.049133
Name: chi_sub, dtype: float64",0,cassan_2_126_1154.det.lc.gz
1307,"6139    14.481436
Name: chi_sub, dtype: float64",0,cassan_2_127_2073.det.lc.gz
1308,"6140    22.323539
Name: chi_sub, dtype: float64",0,cassan_2_136_2863.det.lc.gz
1309,"6142    36.136718
Name: chi_sub, dtype: float64",0,cassan_2_138_2882.det.lc.gz
1310,"6143    33.24743
Name: chi_sub, dtype: float64",0,cassan_2_139_2230.det.lc.gz
1312,"6146    5.325895
Name: chi_sub, dtype: float64",0,cassan_2_150_507.det.lc.gz
1315,"6149    6.846516
Name: chi_sub, dtype: float64",0,cassan_2_18_2461.det.lc.gz
1316,"6150    0.438378
Name: chi_sub, dtype: float64",0,cassan_2_18_2482.det.lc.gz
1318,"6156    15.113281
Name: chi_sub, dtype: float64",0,cassan_2_22_1256.det.lc.gz
1320,"6158    13.183228
Name: chi_sub, dtype: float64",0,cassan_2_23_1787.det.lc.gz
1321,"6159    21.287041
Name: chi_sub, dtype: float64",0,cassan_2_24_1085.det.lc.gz
1322,"6160    11.990978
Name: chi_sub, dtype: float64",0,cassan_2_31_1184.det.lc.gz
1323,"6161    11.652104
Name: chi_sub, dtype: float64",0,cassan_2_31_1522.det.lc.gz
1324,"6162    8.182939
Name: chi_sub, dtype: float64",0,cassan_2_33_92.det.lc.gz
1327,"6168    14.761583
Name: chi_sub, dtype: float64",0,cassan_2_36_1653.det.lc.gz
1329,"6171    18.838356
Name: chi_sub, dtype: float64",0,cassan_2_44_2373.det.lc.gz
1330,"6172    23.777317
Name: chi_sub, dtype: float64",0,cassan_2_47_1385.det.lc.gz
1333,"6179    3.610006
Name: chi_sub, dtype: float64",0,cassan_2_50_3021.det.lc.gz
1334,"6181    7.86264
Name: chi_sub, dtype: float64",0,cassan_2_58_149.det.lc.gz
1336,"6187    32.218574
Name: chi_sub, dtype: float64",0,cassan_2_60_3277.det.lc.gz
1337,"6194    20.214593
Name: chi_sub, dtype: float64",0,cassan_2_63_2949.det.lc.gz
1338,"6195    19.742555
Name: chi_sub, dtype: float64",0,cassan_2_70_1047.det.lc.gz
1339,"6196    39.244086
Name: chi_sub, dtype: float64",0,cassan_2_71_615.det.lc.gz
1341,"6199    4.567102
Name: chi_sub, dtype: float64",0,cassan_2_76_1331.det.lc.gz
1342,"6202    18.721984
Name: chi_sub, dtype: float64",0,cassan_2_83_769.det.lc.gz
1343,"6203    13.687098
Name: chi_sub, dtype: float64",0,cassan_2_84_1050.det.lc.gz
1344,"6206    10.584624
Name: chi_sub, dtype: float64",0,cassan_2_85_395.det.lc.gz
1345,"6207    4.922633
Name: chi_sub, dtype: float64",0,cassan_2_85_59.det.lc.gz
1346,"6209    16.791936
Name: chi_sub, dtype: float64",0,cassan_2_86_406.det.lc.gz
1348,"6212    8.336257
Name: chi_sub, dtype: float64",0,cassan_2_8_1414.det.lc.gz
1349,"6213    16.12809
Name: chi_sub, dtype: float64",0,cassan_2_8_2273.det.lc.gz
1350,"6214    10.466321
Name: chi_sub, dtype: float64",0,cassan_2_8_484.det.lc.gz
1351,"6216    21.709464
Name: chi_sub, dtype: float64",0,cassan_2_98_1993.det.lc.gz
1352,"6217    11.771843
Name: chi_sub, dtype: float64",0,cassan_2_99_1620.det.lc.gz
1353,"6219    29.655776
Name: chi_sub, dtype: float64",0,cassan_2_99_2953.det.lc.gz
1354,"6220    22.446869
Name: chi_sub, dtype: float64",0,cassan_2_99_3090.det.lc.gz
1355,"6222    39.908186
Name: chi_sub, dtype: float64",0,cassan_30_101_3104.det.lc.gz
1356,"6223    34.697599
Name: chi_sub, dtype: float64",0,cassan_30_102_1646.det.lc.gz
1357,"6226    39.67789
Name: chi_sub, dtype: float64",0,cassan_30_109_2020.det.lc.gz
1359,"6228    38.721429
Name: chi_sub, dtype: float64",0,cassan_30_10_1800.det.lc.gz
1360,"6229    3.270776
Name: chi_sub, dtype: float64",0,cassan_30_110_1570.det.lc.gz
1362,"6231    14.766014
Name: chi_sub, dtype: float64",0,cassan_30_112_2064.det.lc.gz
1365,"6234    19.509389
Name: chi_sub, dtype: float64",0,cassan_30_115_1309.det.lc.gz
1367,"6236    13.122506
Name: chi_sub, dtype: float64",0,cassan_30_124_2565.det.lc.gz
1368,"6237    28.978801
Name: chi_sub, dtype: float64",0,cassan_30_124_835.det.lc.gz
1369,"6238    34.397761
Name: chi_sub, dtype: float64",0,cassan_30_125_1277.det.lc.gz
1372,"6244    36.931855
Name: chi_sub, dtype: float64",0,cassan_30_137_1073.det.lc.gz
1373,"6245    24.714211
Name: chi_sub, dtype: float64",0,cassan_30_137_1550.det.lc.gz
1374,"6247    29.349541
Name: chi_sub, dtype: float64",0,cassan_30_17_1863.det.lc.gz
1375,"6248    13.531653
Name: chi_sub, dtype: float64",0,cassan_30_20_2221.det.lc.gz
1376,"6250    7.122171
Name: chi_sub, dtype: float64",0,cassan_30_21_2043.det.lc.gz
1378,"6253    2.534973
Name: chi_sub, dtype: float64",0,cassan_30_23_2214.det.lc.gz
1379,"6255    13.298743
Name: chi_sub, dtype: float64",0,cassan_30_30_1197.det.lc.gz
1380,"6258    16.895887
Name: chi_sub, dtype: float64",0,cassan_30_31_2571.det.lc.gz
1381,"6259    4.472535
Name: chi_sub, dtype: float64",0,cassan_30_31_550.det.lc.gz
1382,"6260    16.734477
Name: chi_sub, dtype: float64",0,cassan_30_32_1247.det.lc.gz
1383,"6262    17.358594
Name: chi_sub, dtype: float64",0,cassan_30_33_2450.det.lc.gz
1385,"6265    17.848871
Name: chi_sub, dtype: float64",0,cassan_30_35_444.det.lc.gz
1386,"6266    11.764043
Name: chi_sub, dtype: float64",0,cassan_30_35_99.det.lc.gz
1387,"6267    14.748159
Name: chi_sub, dtype: float64",0,cassan_30_36_1522.det.lc.gz
1389,"6269    13.02462
Name: chi_sub, dtype: float64",0,cassan_30_43_3290.det.lc.gz
1390,"6270    14.15565
Name: chi_sub, dtype: float64",0,cassan_30_46_2848.det.lc.gz
1391,"6272    9.359799
Name: chi_sub, dtype: float64",0,cassan_30_4_2249.det.lc.gz
1392,"6273    36.396612
Name: chi_sub, dtype: float64",0,cassan_30_4_501.det.lc.gz
1395,"6278    27.9771
Name: chi_sub, dtype: float64",0,cassan_30_58_1747.det.lc.gz
1397,"6281    14.925552
Name: chi_sub, dtype: float64",0,cassan_30_59_530.det.lc.gz
1398,"6282    16.772105
Name: chi_sub, dtype: float64",0,cassan_30_5_1565.det.lc.gz
1399,"6283    14.595103
Name: chi_sub, dtype: float64",0,cassan_30_60_1347.det.lc.gz
1400,"6285    18.354149
Name: chi_sub, dtype: float64",0,cassan_30_60_3036.det.lc.gz
1402,"6287    27.11516
Name: chi_sub, dtype: float64",0,cassan_30_69_2868.det.lc.gz
1403,"6290    10.823017
Name: chi_sub, dtype: float64",0,cassan_30_70_2347.det.lc.gz
1406,"6298    11.603486
Name: chi_sub, dtype: float64",0,cassan_30_82_1167.det.lc.gz
1407,"6299    31.455324
Name: chi_sub, dtype: float64",0,cassan_30_83_1421.det.lc.gz
1408,"6300    33.513927
Name: chi_sub, dtype: float64",0,cassan_30_83_2633.det.lc.gz
1409,"6301    36.609167
Name: chi_sub, dtype: float64",0,cassan_30_84_2186.det.lc.gz
1411,"6304    11.541449
Name: chi_sub, dtype: float64",0,cassan_30_86_2569.det.lc.gz
1413,"6306    24.091489
Name: chi_sub, dtype: float64",0,cassan_30_87_19.det.lc.gz
1414,"6307    2.421335
Name: chi_sub, dtype: float64",0,cassan_30_88_3191.det.lc.gz
1415,"6308    17.230547
Name: chi_sub, dtype: float64",0,cassan_30_89_2436.det.lc.gz
1416,"6310    21.749406
Name: chi_sub, dtype: float64",0,cassan_30_89_270.det.lc.gz
1418,"6313    2.732923
Name: chi_sub, dtype: float64",0,cassan_30_96_1632.det.lc.gz
1420,"6315    1.945551
Name: chi_sub, dtype: float64",0,cassan_30_96_2967.det.lc.gz
1422,"6318    6.262416
Name: chi_sub, dtype: float64",0,cassan_30_98_89.det.lc.gz
1423,"6322    16.868936
Name: chi_sub, dtype: float64",0,cassan_31_109_2782.det.lc.gz
1424,"6323    17.030609
Name: chi_sub, dtype: float64",0,cassan_31_10_1223.det.lc.gz
1425,"6324    11.206415
Name: chi_sub, dtype: float64",0,cassan_31_10_491.det.lc.gz
1426,"6325    25.548397
Name: chi_sub, dtype: float64",0,cassan_31_111_2959.det.lc.gz
1427,"6326    29.93612
Name: chi_sub, dtype: float64",0,cassan_31_111_3183.det.lc.gz
1428,"6327    24.856511
Name: chi_sub, dtype: float64",0,cassan_31_112_2214.det.lc.gz
1429,"6328    12.97608
Name: chi_sub, dtype: float64",0,cassan_31_112_2703.det.lc.gz
1431,"6330    24.793751
Name: chi_sub, dtype: float64",0,cassan_31_113_119.det.lc.gz
1434,"6336    25.536573
Name: chi_sub, dtype: float64",0,cassan_31_123_567.det.lc.gz
1435,"6338    39.322293
Name: chi_sub, dtype: float64",0,cassan_31_126_364.det.lc.gz
1438,"6343    19.670813
Name: chi_sub, dtype: float64",0,cassan_31_139_2003.det.lc.gz
1442,"6350    19.482103
Name: chi_sub, dtype: float64",0,cassan_31_18_2455.det.lc.gz
1443,"6353    0.000214
Name: chi_sub, dtype: float64",0,cassan_31_20_2311.det.lc.gz
1444,"6354    0.579561
Name: chi_sub, dtype: float64",0,cassan_31_21_225.det.lc.gz
1446,"6360    28.186235
Name: chi_sub, dtype: float64",0,cassan_31_24_2015.det.lc.gz
1447,"6363    20.373062
Name: chi_sub, dtype: float64",0,cassan_31_30_2492.det.lc.gz
1448,"6364    20.715946
Name: chi_sub, dtype: float64",0,cassan_31_32_1769.det.lc.gz
1450,"6368    39.427294
Name: chi_sub, dtype: float64",0,cassan_31_34_1931.det.lc.gz
1451,"6369    18.543934
Name: chi_sub, dtype: float64",0,cassan_31_36_2701.det.lc.gz
1452,"6370    23.72977
Name: chi_sub, dtype: float64",0,cassan_31_37_157.det.lc.gz
1453,"6371    14.452883
Name: chi_sub, dtype: float64",0,cassan_31_37_2940.det.lc.gz
1455,"6373    37.268771
Name: chi_sub, dtype: float64",0,cassan_31_43_205.det.lc.gz
1456,"6377    9.816686
Name: chi_sub, dtype: float64",0,cassan_31_47_94.det.lc.gz
1457,"6378    12.886899
Name: chi_sub, dtype: float64",0,cassan_31_49_2955.det.lc.gz
1458,"6379    15.861868
Name: chi_sub, dtype: float64",0,cassan_31_4_2071.det.lc.gz
1459,"6380    13.880962
Name: chi_sub, dtype: float64",0,cassan_31_4_26.det.lc.gz
1460,"6381    38.40454
Name: chi_sub, dtype: float64",0,cassan_31_4_496.det.lc.gz
1463,"6384    25.09609
Name: chi_sub, dtype: float64",0,cassan_31_57_780.det.lc.gz
1464,"6385    15.141202
Name: chi_sub, dtype: float64",0,cassan_31_59_3304.det.lc.gz
1465,"6386    30.019105
Name: chi_sub, dtype: float64",0,cassan_31_62_1686.det.lc.gz
1466,"6387    17.302429
Name: chi_sub, dtype: float64",0,cassan_31_62_2512.det.lc.gz
1467,"6389    4.508024
Name: chi_sub, dtype: float64",0,cassan_31_6_2678.det.lc.gz
1468,"6393    4.50056
Name: chi_sub, dtype: float64",0,cassan_31_70_3016.det.lc.gz
1469,"6394    10.979478
Name: chi_sub, dtype: float64",0,cassan_31_70_848.det.lc.gz
1471,"6396    5.166648
Name: chi_sub, dtype: float64",0,cassan_31_73_2193.det.lc.gz
1473,"6401    32.27632
Name: chi_sub, dtype: float64",0,cassan_31_82_2224.det.lc.gz
1474,"6402    25.55574
Name: chi_sub, dtype: float64",0,cassan_31_83_1928.det.lc.gz
1475,"6404    17.637373
Name: chi_sub, dtype: float64",0,cassan_31_83_83.det.lc.gz
1476,"6406    18.055835
Name: chi_sub, dtype: float64",0,cassan_31_87_1653.det.lc.gz
1478,"6408    4.391398
Name: chi_sub, dtype: float64",0,cassan_31_87_2351.det.lc.gz
1479,"6409    35.202102
Name: chi_sub, dtype: float64",0,cassan_31_87_970.det.lc.gz
1483,"6416    37.357206
Name: chi_sub, dtype: float64",0,cassan_31_99_1022.det.lc.gz
1484,"6418    24.727004
Name: chi_sub, dtype: float64",0,cassan_31_99_2533.det.lc.gz
1485,"6419    15.614791
Name: chi_sub, dtype: float64",0,cassan_31_99_405.det.lc.gz
1486,"6420    18.076999
Name: chi_sub, dtype: float64",0,cassan_31_9_1035.det.lc.gz
1488,"6425    26.442725
Name: chi_sub, dtype: float64",0,cassan_32_101_2433.det.lc.gz
1489,"6426    39.044851
Name: chi_sub, dtype: float64",0,cassan_32_101_638.det.lc.gz
1491,"6428    11.924238
Name: chi_sub, dtype: float64",0,cassan_32_10_2507.det.lc.gz
1493,"6430    1.985681
Name: chi_sub, dtype: float64",0,cassan_32_111_1396.det.lc.gz
1495,"6432    8.258896
Name: chi_sub, dtype: float64",0,cassan_32_111_2466.det.lc.gz
1497,"6434    30.307407
Name: chi_sub, dtype: float64",0,cassan_32_112_3059.det.lc.gz
1498,"6436    11.80024
Name: chi_sub, dtype: float64",0,cassan_32_113_2809.det.lc.gz
1499,"6439    14.399898
Name: chi_sub, dtype: float64",0,cassan_32_115_1984.det.lc.gz
1502,"6444    9.889872
Name: chi_sub, dtype: float64",0,cassan_32_138_2566.det.lc.gz
1503,"6445    3.315439
Name: chi_sub, dtype: float64",0,cassan_32_138_34.det.lc.gz
1504,"6446    10.53422
Name: chi_sub, dtype: float64",0,cassan_32_138_377.det.lc.gz
1505,"6448    25.97443
Name: chi_sub, dtype: float64",0,cassan_32_139_912.det.lc.gz
1506,"6449    30.83569
Name: chi_sub, dtype: float64",0,cassan_32_150_2906.det.lc.gz
1507,"6452    25.538083
Name: chi_sub, dtype: float64",0,cassan_32_151_1488.det.lc.gz
1508,"6453    6.281479
Name: chi_sub, dtype: float64",0,cassan_32_151_2879.det.lc.gz
1510,"6456    31.482222
Name: chi_sub, dtype: float64",0,cassan_32_19_1821.det.lc.gz
1511,"6458    27.515957
Name: chi_sub, dtype: float64",0,cassan_32_20_2517.det.lc.gz
1516,"6467    18.919096
Name: chi_sub, dtype: float64",0,cassan_32_34_978.det.lc.gz
1517,"6468    13.918681
Name: chi_sub, dtype: float64",0,cassan_32_35_2119.det.lc.gz
1522,"6475    21.365327
Name: chi_sub, dtype: float64",0,cassan_32_45_1286.det.lc.gz
1523,"6476    15.000212
Name: chi_sub, dtype: float64",0,cassan_32_45_1443.det.lc.gz
1524,"6477    14.360309
Name: chi_sub, dtype: float64",0,cassan_32_45_1684.det.lc.gz
1525,"6484    9.962571
Name: chi_sub, dtype: float64",0,cassan_3_109_1156.det.lc.gz
1527,"6488    38.45866
Name: chi_sub, dtype: float64",0,cassan_3_110_1070.det.lc.gz
1529,"6492    0.000161
Name: chi_sub, dtype: float64",0,cassan_3_110_542.det.lc.gz
1530,"6493    13.905457
Name: chi_sub, dtype: float64",0,cassan_3_111_2743.det.lc.gz
1531,"6494    28.323672
Name: chi_sub, dtype: float64",0,cassan_3_111_329.det.lc.gz
1535,"6499    19.11461
Name: chi_sub, dtype: float64",0,cassan_3_123_1702.det.lc.gz
1536,"6500    26.262598
Name: chi_sub, dtype: float64",0,cassan_3_123_807.det.lc.gz
1537,"6505    7.124573
Name: chi_sub, dtype: float64",0,cassan_3_127_2110.det.lc.gz
1538,"6507    20.376417
Name: chi_sub, dtype: float64",0,cassan_3_139_1655.det.lc.gz
1539,"6509    7.165061
Name: chi_sub, dtype: float64",0,cassan_3_151_1141.det.lc.gz
1540,"6511    22.865871
Name: chi_sub, dtype: float64",0,cassan_3_17_1435.det.lc.gz
1541,"6512    15.378945
Name: chi_sub, dtype: float64",0,cassan_3_19_2232.det.lc.gz
1543,"6514    16.324543
Name: chi_sub, dtype: float64",0,cassan_3_20_2430.det.lc.gz
1544,"6517    18.035201
Name: chi_sub, dtype: float64",0,cassan_3_24_2129.det.lc.gz
1545,"6518    22.896874
Name: chi_sub, dtype: float64",0,cassan_3_24_3129.det.lc.gz
1546,"10429    11.970534
Name: chi_sub, dtype: float64",0,cassan_32_56_1427.det.lc.gz
1547,"10431    9.262052
Name: chi_sub, dtype: float64",0,cassan_32_57_2341.det.lc.gz
1549,"10433    6.533771
Name: chi_sub, dtype: float64",0,cassan_32_57_593.det.lc.gz
1550,"10435    6.936872
Name: chi_sub, dtype: float64",0,cassan_32_5_1619.det.lc.gz
1551,"10436    11.83368
Name: chi_sub, dtype: float64",0,cassan_32_60_2411.det.lc.gz
1553,"10438    16.755948
Name: chi_sub, dtype: float64",0,cassan_32_63_1603.det.lc.gz
1554,"10439    24.740778
Name: chi_sub, dtype: float64",0,cassan_32_6_2633.det.lc.gz
1555,"10441    17.188648
Name: chi_sub, dtype: float64",0,cassan_32_70_2438.det.lc.gz
1557,"10444    31.757559
Name: chi_sub, dtype: float64",0,cassan_32_72_283.det.lc.gz
1558,"10446    19.307235
Name: chi_sub, dtype: float64",0,cassan_32_74_2141.det.lc.gz
1559,"10448    17.347936
Name: chi_sub, dtype: float64",0,cassan_32_74_814.det.lc.gz
1560,"10452    28.247151
Name: chi_sub, dtype: float64",0,cassan_32_83_1977.det.lc.gz
1561,"10453    0.562915
Name: chi_sub, dtype: float64",0,cassan_32_84_1471.det.lc.gz
1563,"10456    36.514325
Name: chi_sub, dtype: float64",0,cassan_32_86_2957.det.lc.gz
1564,"10457    15.494863
Name: chi_sub, dtype: float64",0,cassan_32_87_1277.det.lc.gz
1565,"10459    26.86102
Name: chi_sub, dtype: float64",0,cassan_32_88_1132.det.lc.gz
1566,"10460    8.770593
Name: chi_sub, dtype: float64",0,cassan_32_88_2668.det.lc.gz
1567,"10462    10.684833
Name: chi_sub, dtype: float64",0,cassan_32_8_3162.det.lc.gz
1569,"10465    8.303015
Name: chi_sub, dtype: float64",0,cassan_32_96_696.det.lc.gz
1570,"10467    12.084744
Name: chi_sub, dtype: float64",0,cassan_32_98_2319.det.lc.gz
1572,"10469    10.671122
Name: chi_sub, dtype: float64",0,cassan_32_99_1078.det.lc.gz
1574,"10473    6.756224
Name: chi_sub, dtype: float64",0,cassan_33_109_2219.det.lc.gz
1575,"10474    36.286868
Name: chi_sub, dtype: float64",0,cassan_33_109_3064.det.lc.gz
1576,"10478    0.028187
Name: chi_sub, dtype: float64",0,cassan_33_110_835.det.lc.gz
1577,"10480    9.555077
Name: chi_sub, dtype: float64",0,cassan_33_111_158.det.lc.gz
1578,"10482    17.452113
Name: chi_sub, dtype: float64",0,cassan_33_112_494.det.lc.gz
1579,"10486    12.496554
Name: chi_sub, dtype: float64",0,cassan_33_123_1151.det.lc.gz
1580,"10487    37.514735
Name: chi_sub, dtype: float64",0,cassan_33_123_1932.det.lc.gz
1581,"10489    7.016989
Name: chi_sub, dtype: float64",0,cassan_33_123_3182.det.lc.gz
1582,"10490    8.398324
Name: chi_sub, dtype: float64",0,cassan_33_124_1478.det.lc.gz
1583,"10492    17.799064
Name: chi_sub, dtype: float64",0,cassan_33_127_2092.det.lc.gz
1584,"10495    2.690631
Name: chi_sub, dtype: float64",0,cassan_33_137_665.det.lc.gz
1585,"10496    25.828404
Name: chi_sub, dtype: float64",0,cassan_33_138_1199.det.lc.gz
1587,"10501    20.18881
Name: chi_sub, dtype: float64",0,cassan_33_151_3245.det.lc.gz
1588,"10502    14.723909
Name: chi_sub, dtype: float64",0,cassan_33_17_3181.det.lc.gz
1590,"10504    18.370446
Name: chi_sub, dtype: float64",0,cassan_33_23_3013.det.lc.gz
1591,"10505    29.300861
Name: chi_sub, dtype: float64",0,cassan_33_24_448.det.lc.gz
1592,"10506    6.131304
Name: chi_sub, dtype: float64",0,cassan_33_24_496.det.lc.gz
1593,"10508    36.780244
Name: chi_sub, dtype: float64",0,cassan_33_30_2060.det.lc.gz
1594,"10509    12.059405
Name: chi_sub, dtype: float64",0,cassan_33_31_1171.det.lc.gz
1595,"10510    15.478571
Name: chi_sub, dtype: float64",0,cassan_33_31_2725.det.lc.gz
1596,"10512    9.105705
Name: chi_sub, dtype: float64",0,cassan_33_34_306.det.lc.gz
1597,"10514    3.305432
Name: chi_sub, dtype: float64",0,cassan_33_35_1769.det.lc.gz
1598,"10515    1.217285
Name: chi_sub, dtype: float64",0,cassan_33_36_1079.det.lc.gz
1599,"10517    0.000374
Name: chi_sub, dtype: float64",0,cassan_33_44_1900.det.lc.gz
1600,"10518    18.951376
Name: chi_sub, dtype: float64",0,cassan_33_46_2182.det.lc.gz
1602,"10522    14.827203
Name: chi_sub, dtype: float64",0,cassan_33_49_2170.det.lc.gz
1603,"10523    36.741453
Name: chi_sub, dtype: float64",0,cassan_33_4_154.det.lc.gz
1604,"10525    9.116768
Name: chi_sub, dtype: float64",0,cassan_33_4_490.det.lc.gz
1607,"10528    30.001669
Name: chi_sub, dtype: float64",0,cassan_33_56_3030.det.lc.gz
1608,"10534    13.144534
Name: chi_sub, dtype: float64",0,cassan_33_61_425.det.lc.gz
1610,"10540    28.956729
Name: chi_sub, dtype: float64",0,cassan_33_71_3041.det.lc.gz
1612,"10542    8.521288
Name: chi_sub, dtype: float64",0,cassan_33_72_367.det.lc.gz
1614,"10548    2.49219
Name: chi_sub, dtype: float64",0,cassan_33_76_2565.det.lc.gz
1615,"10550    16.616259
Name: chi_sub, dtype: float64",0,cassan_33_7_2446.det.lc.gz
1616,"10551    39.042374
Name: chi_sub, dtype: float64",0,cassan_33_7_3129.det.lc.gz
1618,"10553    24.074802
Name: chi_sub, dtype: float64",0,cassan_33_82_3263.det.lc.gz
1619,"10554    2.702941
Name: chi_sub, dtype: float64",0,cassan_33_83_2439.det.lc.gz
1623,"10560    8.172708
Name: chi_sub, dtype: float64",0,cassan_33_89_2417.det.lc.gz
1626,"10567    8.769454
Name: chi_sub, dtype: float64",0,cassan_34_109_2655.det.lc.gz
1627,"10569    0.776642
Name: chi_sub, dtype: float64",0,cassan_34_109_2883.det.lc.gz
1628,"10570    15.881117
Name: chi_sub, dtype: float64",0,cassan_34_110_2070.det.lc.gz
1630,"10575    1.623234
Name: chi_sub, dtype: float64",0,cassan_34_114_2483.det.lc.gz
1631,"10577    11.793813
Name: chi_sub, dtype: float64",0,cassan_34_123_1200.det.lc.gz
1632,"10578    8.913598
Name: chi_sub, dtype: float64",0,cassan_34_123_152.det.lc.gz
1635,"10582    24.010826
Name: chi_sub, dtype: float64",0,cassan_34_125_1849.det.lc.gz
1637,"10587    5.57203
Name: chi_sub, dtype: float64",0,cassan_34_127_2240.det.lc.gz
1638,"10588    21.752581
Name: chi_sub, dtype: float64",0,cassan_34_127_584.det.lc.gz
1639,"10589    25.637268
Name: chi_sub, dtype: float64",0,cassan_34_136_1071.det.lc.gz
1640,"10592    25.263139
Name: chi_sub, dtype: float64",0,cassan_34_138_1221.det.lc.gz
1641,"10593    10.090052
Name: chi_sub, dtype: float64",0,cassan_34_140_3093.det.lc.gz
1642,"10598    27.808096
Name: chi_sub, dtype: float64",0,cassan_34_151_186.det.lc.gz
1643,"10599    16.01004
Name: chi_sub, dtype: float64",0,cassan_34_151_932.det.lc.gz
1644,"10600    39.324712
Name: chi_sub, dtype: float64",0,cassan_34_17_1753.det.lc.gz
1645,"10601    7.199928
Name: chi_sub, dtype: float64",0,cassan_34_17_1759.det.lc.gz
1646,"10602    35.442069
Name: chi_sub, dtype: float64",0,cassan_34_17_2789.det.lc.gz
1647,"10603    6.029707
Name: chi_sub, dtype: float64",0,cassan_34_18_1242.det.lc.gz
1648,"10604    10.492839
Name: chi_sub, dtype: float64",0,cassan_34_18_1869.det.lc.gz
1649,"10605    5.216833
Name: chi_sub, dtype: float64",0,cassan_34_18_596.det.lc.gz
1650,"10606    32.459759
Name: chi_sub, dtype: float64",0,cassan_34_19_2249.det.lc.gz
1651,"10608    13.470934
Name: chi_sub, dtype: float64",0,cassan_34_20_1936.det.lc.gz
1652,"10610    37.471234
Name: chi_sub, dtype: float64",0,cassan_34_24_2988.det.lc.gz
1654,"10616    0.00007
Name: chi_sub, dtype: float64",0,cassan_34_33_1680.det.lc.gz
1655,"10621    0.388732
Name: chi_sub, dtype: float64",0,cassan_34_37_322.det.lc.gz
1656,"10622    10.538413
Name: chi_sub, dtype: float64",0,cassan_34_44_1457.det.lc.gz
1659,"10630    23.314114
Name: chi_sub, dtype: float64",0,cassan_34_48_1451.det.lc.gz
1661,"10634    17.585024
Name: chi_sub, dtype: float64",0,cassan_34_49_78.det.lc.gz
1663,"10637    10.512528
Name: chi_sub, dtype: float64",0,cassan_34_57_3165.det.lc.gz
1664,"10639    39.726558
Name: chi_sub, dtype: float64",0,cassan_34_58_479.det.lc.gz
1665,"10641    11.109252
Name: chi_sub, dtype: float64",0,cassan_34_59_509.det.lc.gz
1667,"10644    3.208782
Name: chi_sub, dtype: float64",0,cassan_34_63_564.det.lc.gz
1668,"10645    11.584512
Name: chi_sub, dtype: float64",0,cassan_34_69_1887.det.lc.gz
1669,"10646    5.370564
Name: chi_sub, dtype: float64",0,cassan_34_69_411.det.lc.gz
1670,"10647    37.018579
Name: chi_sub, dtype: float64",0,cassan_34_69_768.det.lc.gz
